,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AT4G30650,277.9227251,2.457892377,0.539121862,4.559066419,5.14E-06,5.87E-05
AT4G31800,547.9908011,3.053861132,0.36692192,8.32291822,8.58E-17,3.10E-15
AT4G31860,640.9084803,3.057474862,0.352073278,8.684200299,3.81E-18,1.56E-16
AT4G32020,2187.633436,2.478477545,0.210960526,11.748537,7.19E-32,6.37E-30
AT4G32070,610.0305785,2.188897018,0.28695184,7.628098912,2.38E-14,7.10E-13
AT4G32140,93.22467397,2.219019786,0.839580252,2.643010935,0.008217238,0.037462198
AT4G32300,1079.500598,3.551847986,0.273326821,12.99487543,1.31E-38,1.62E-36
AT4G32480,157.1890103,2.036391436,0.596364685,3.414674758,0.000638582,0.004299206
AT4G32860,24.76075118,5.075353065,1.831114697,2.771728649,0.00557595,0.027136758
AT4G33020,14.02898431,6.410342307,2.3960227,2.675409673,0.007463798,0.034542724
AT4G33050,2213.930163,6.587196115,0.318004627,20.71415179,2.58E-95,1.91E-92
AT4G33430,1022.982901,2.297489824,0.252097416,9.113500109,7.98E-20,3.60E-18
AT4G33520,529.420711,2.067205294,0.355940478,5.807727475,6.33E-09,1.12E-07
AT4G33540,367.995334,2.397511532,0.365018138,6.568198357,5.09E-11,1.13E-09
AT4G33550,38.54493369,8.817569543,1.648144848,5.349996726,8.80E-08,1.32E-06
AT4G33565,257.0138746,2.428994669,0.44481703,5.460660242,4.74E-08,7.33E-07
AT4G33770,136.3426037,2.585713311,0.768413134,3.365004056,0.000765425,0.005036521
AT4G33930,12.10653002,7.142591148,2.689372145,2.655858231,0.007910686,0.036314069
AT4G34150,1214.93437,2.813642438,0.352912397,7.972637011,1.55E-15,5.09E-14
AT4G34180,590.8469621,2.464397733,0.297109403,8.29458008,1.09E-16,3.92E-15
AT4G34200,2076.524864,2.046880535,0.210740101,9.712819351,2.66E-22,1.40E-20
AT4G34210,67.3537261,9.618219821,1.464356453,6.568223058,5.09E-11,1.13E-09
AT4G34230,831.0764284,2.327350812,0.299781949,7.763478813,8.26E-15,2.56E-13
AT4G34380,45.80639439,9.070087466,1.544721453,5.871665372,4.31E-09,7.79E-08
AT4G34390,1025.264796,3.595449993,0.285840066,12.57853752,2.77E-36,3.07E-34
AT4G34410,99.44275154,4.119939427,0.761214876,5.412321223,6.22E-08,9.47E-07
AT4G34710,5160.342327,2.772315056,0.208067224,13.32413149,1.68E-40,2.21E-38
AT4G35080,226.3712595,2.085744495,0.657614676,3.171681794,0.00151559,0.009079387
AT4G35110,582.0235068,7.157452877,0.462741073,15.46751153,5.75E-54,1.27E-51
AT4G35170,13.01443103,7.251831917,2.102454657,3.449221553,0.000562205,0.003851006
AT4G35180,297.6447839,6.083093406,0.757062769,8.03512424,9.35E-16,3.10E-14
AT4G35190,140.6809028,9.729322504,1.310242948,7.425586618,1.12E-13,3.16E-12
AT4G35310,2284.561867,2.639199742,0.196553943,13.42735587,4.18E-41,5.67E-39
AT4G35480,311.8806533,5.794252169,1.681852298,3.445161133,0.000570719,0.003901157
AT4G35485,200.1952803,6.668058466,0.813196953,8.199807491,2.41E-16,8.35E-15
AT4G35600,246.9567387,2.574604884,0.49347164,5.217331001,1.82E-07,2.60E-06
AT4G35630,1348.874204,3.425036572,0.38322535,8.937395642,3.98E-19,1.72E-17
AT4G35770,83.53884986,4.293148506,0.896038206,4.791256085,1.66E-06,2.06E-05
AT4G35800,3355.35235,2.041818943,0.222964922,9.157579247,5.31E-20,2.42E-18
AT4G36090,265.8413667,2.828394669,0.490467632,5.766730531,8.08E-09,1.41E-07
AT4G36500,1183.409452,6.264598,0.326788274,19.17020436,6.57E-82,3.42E-79
AT4G36510,12.84428049,7.236122557,2.604294766,2.778534386,0.005460473,0.026723415
AT4G36640,164.3993878,3.281156912,0.709326099,4.625738313,3.73E-06,4.38E-05
AT4G36680,348.5079871,2.303401932,0.441798612,5.213692098,1.85E-07,2.65E-06
AT4G36770,21.50235125,4.360386058,1.659127624,2.628119739,0.008585829,0.038889238
AT4G36945,222.6356346,2.852393028,0.483217998,5.902911399,3.57E-09,6.50E-08
AT4G36950,65.81275459,9.58477066,1.466048346,6.537827136,6.24E-11,1.36E-09
AT4G36990,613.0685114,4.114896845,0.330156317,12.46348056,1.18E-35,1.24E-33
AT4G37010,65.57506504,3.454840594,1.213573547,2.846832482,0.004415659,0.022419613
AT4G37030,127.7603226,4.782354017,0.729353115,6.556980314,5.49E-11,1.21E-09
AT4G37120,1155.587254,2.193675032,0.257578916,8.516516288,1.64E-17,6.28E-16
AT4G37290,410.8118938,12.23155204,1.257278795,9.728591692,2.28E-22,1.20E-20
AT4G37295,16.06591708,7.547830036,2.221374304,3.39782,0.000679251,0.004527085
AT4G37370,1711.124104,7.926379967,0.342984071,23.11005274,3.67E-118,4.15E-115
AT4G37380,398.9125323,3.877475317,0.467624472,8.291857147,1.11E-16,4.00E-15
AT4G37390,45.46426614,8.100401966,1.613506987,5.020369933,5.16E-07,6.93E-06
AT4G37530,206.0762114,2.067910241,0.515750623,4.009515743,6.08E-05,0.000544704
AT4G37640,1540.549076,2.95954111,0.286443419,10.3320269,5.05E-25,3.02E-23
AT4G37670,115.0631834,2.567229256,0.620066665,4.140247175,3.47E-05,0.000330694
AT4G37900,116.3462883,5.792929504,0.808782668,7.162529237,7.92E-13,2.04E-11
AT4G37910,3410.434948,2.745052111,0.229878816,11.94130087,7.21E-33,6.80E-31
AT4G38540,701.5881455,5.46318046,0.302179441,18.07925925,4.64E-73,1.79E-70
AT4G38550,1835.52469,2.35025986,0.295949272,7.941428074,2.00E-15,6.49E-14
AT4G38560,106.1587524,3.774981218,0.859485758,4.392139351,1.12E-05,0.000119558
AT4G38830,16.90287548,21.04412225,3.01658961,6.976130325,3.03E-12,7.45E-11
AT4G38940,401.1041553,5.00755315,0.464294301,10.78529962,4.04E-27,2.77E-25
AT4G39030,555.3899511,5.814167258,0.465919989,12.47889636,9.73E-36,1.02E-33
AT4G39230,375.9732953,3.651471277,0.363346921,10.04954512,9.23E-24,5.19E-22
AT4G39270,285.3938792,2.447835145,0.402201211,6.086095914,1.16E-09,2.21E-08
AT4G39580,61.76205931,8.54471719,1.469475526,5.814807419,6.07E-09,1.08E-07
AT4G39640,786.9491194,4.222417273,0.337608129,12.50685901,6.85E-36,7.36E-34
AT4G39670,203.9030416,7.027185839,0.719033745,9.773096024,1.47E-22,7.83E-21
AT4G39890,97.89029472,5.251203247,1.050862742,4.997040084,5.82E-07,7.74E-06
AT4G39950,5678.089373,2.825497537,0.304773201,9.270820158,1.85E-20,8.71E-19
AT4G40020,54.15201169,9.308437807,1.465727628,6.350728218,2.14E-10,4.40E-09
AT4G40080,30.36924564,8.468348007,1.787561609,4.737374066,2.17E-06,2.64E-05
AT5G01100,143.3071249,4.638320397,0.821312659,5.647447831,1.63E-08,2.70E-07
AT5G01250,20.19799663,7.89129984,1.914575866,4.12169608,3.76E-05,0.000355552
AT5G01540,191.1936465,3.190290761,0.601463772,5.304211007,1.13E-07,1.67E-06
AT5G01550,69.95207145,7.797967256,1.262656948,6.175839975,6.58E-10,1.29E-08
AT5G01830,152.5276116,2.02201104,0.711168641,2.843223006,0.004465981,0.022597582
AT5G01900,70.1662261,5.743029827,1.154062908,4.976357692,6.48E-07,8.56E-06
AT5G01950,682.3839624,2.758579565,0.30392189,9.076607036,1.12E-19,4.96E-18
AT5G02230,278.0350225,4.548485754,0.437181325,10.40411723,2.37E-25,1.46E-23
AT5G02290,620.9361058,2.301226674,0.315352552,7.297314246,2.94E-13,7.82E-12
AT5G02490,1211.054581,2.924116415,0.373237766,7.834460173,4.71E-15,1.50E-13
AT5G02780,155.7597841,7.713736974,0.839928902,9.183797526,4.16E-20,1.93E-18
AT5G02810,392.5537351,3.002640911,0.440517078,6.816173676,9.35E-12,2.22E-10
AT5G03030,288.5769506,2.332255414,0.385603798,6.048320651,1.46E-09,2.76E-08
AT5G03210,28.02982542,4.698487623,1.712480519,2.743673619,0.006075591,0.029119267
AT5G03350,314.3250583,5.142493339,0.633295251,8.120214597,4.65E-16,1.59E-14
AT5G03380,1279.000562,3.36658605,0.27761626,12.12676104,7.62E-34,7.52E-32
AT5G03390,226.9623471,5.814417925,0.639274509,9.095338304,9.43E-20,4.22E-18
AT5G03630,972.4413659,2.795451457,0.251064204,11.13440871,8.53E-29,6.76E-27
AT5G03890,81.56065539,2.813727293,1.084934025,2.593454744,0.009501704,0.042179152
AT5G04170,612.1638594,2.188993713,0.37311623,5.866787711,4.44E-09,8.01E-08
AT5G04340,324.5946795,9.095033423,0.858544544,10.59354869,3.19E-26,2.08E-24
AT5G04720,686.4281507,2.245429258,0.34855218,6.442161,1.18E-10,2.49E-09
AT5G04930,978.9063792,2.072699827,0.272582393,7.603938764,2.87E-14,8.45E-13
AT5G04980,202.2885116,2.422060567,0.54676343,4.429814497,9.43E-06,0.000101986
AT5G05190,316.4080381,3.015779872,0.492197245,6.127177477,8.95E-10,1.73E-08
AT5G05410,84.15456355,2.039063813,0.68260561,2.987177053,0.002815666,0.015313913
AT5G05600,567.942351,7.760115413,0.504423025,15.38414195,2.09E-53,4.47E-51
AT5G05730,2945.627182,3.484932166,0.237739776,14.6585995,1.19E-48,2.22E-46
AT5G05735,268.0352662,4.484533549,0.683812483,6.558133496,5.45E-11,1.20E-09
AT5G06310,118.4834757,2.608594595,1.00605737,2.592888511,0.009517362,0.042229179
AT5G06320,1574.435943,3.203644998,0.337259016,9.499064066,2.12E-21,1.05E-19
AT5G06560,724.2789194,2.098395461,0.298062881,7.04010998,1.92E-12,4.79E-11
AT5G06570,14.08938969,7.364693551,2.304404769,3.195920113,0.001393857,0.008487203
AT5G06860,631.8375962,2.744126903,0.561044048,4.891107774,1.00E-06,1.28E-05
AT5G07100,116.0929779,5.107832751,0.824585299,6.194426164,5.85E-10,1.16E-08
AT5G07165,9.088339406,5.765859497,2.218555408,2.598925172,0.009351616,0.041618473
AT5G07440,1364.63173,3.49778806,0.315821466,11.07520685,1.65E-28,1.27E-26
AT5G07770,72.38912905,2.062773485,0.74323792,2.775387837,0.005513591,0.026942271
AT5G08240,59.73022394,5.811617518,1.183721903,4.909613909,9.13E-07,1.17E-05
AT5G08790,2335.708837,4.485560733,0.231797336,19.3512178,1.99E-83,1.09E-80
AT5G09330,708.7600087,2.016622662,0.282183069,7.146504831,8.90E-13,2.28E-11
AT5G09420,168.2528408,3.628841658,0.771398873,4.704235105,2.55E-06,3.07E-05
AT5G09680,211.1000845,2.710648211,0.667680357,4.059799248,4.91E-05,0.000448678
AT5G09800,255.1532778,3.534501037,0.603316901,5.858448575,4.67E-09,8.37E-08
AT5G09876,109.5222069,8.059007079,1.090871816,7.387675584,1.49E-13,4.09E-12
AT5G10140,50.77059068,3.148606596,1.03042482,3.05563932,0.002245812,0.012643287
AT5G10300,57.37619278,3.046478592,0.868975387,3.505828403,0.000455189,0.003221129
AT5G10340,7120.542415,2.81014184,0.221271937,12.69994683,5.92E-37,6.82E-35
AT5G10380,131.4897498,3.763845071,0.558380282,6.740648251,1.58E-11,3.66E-10
AT5G10520,120.6581525,2.447887372,0.700566624,3.494153572,0.000475567,0.003350557
AT5G10625,151.6742291,7.749847066,0.861094513,8.999995878,2.26E-19,9.83E-18
AT5G10695,159.7133408,2.521155632,0.589067617,4.279908722,1.87E-05,0.000190413
AT5G11140,13.44442291,5.41820871,1.907616985,2.840302195,0.004507082,0.022763659
AT5G11240,197.947422,2.096229978,0.582810378,3.596761586,0.000322204,0.002395432
AT5G11650,170.3116081,2.771599751,0.580663408,4.773160689,1.81E-06,2.25E-05
AT5G11670,3370.530987,3.052838251,0.229893577,13.27935424,3.05E-40,3.97E-38
AT5G12010,573.8808461,2.661807333,0.315898966,8.426135008,3.57E-17,1.33E-15
AT5G12020,50.22261627,5.455486136,1.066153185,5.116981513,3.10E-07,4.32E-06
AT5G12340,70.58654017,7.4542633,1.190662458,6.26060161,3.83E-10,7.71E-09
AT5G12480,657.8936908,2.161758688,0.308389891,7.009823439,2.39E-12,5.90E-11
AT5G12930,164.8231861,3.504620327,0.812359619,4.314124245,1.60E-05,0.000164933
AT5G13080,445.9455676,10.02573489,0.914230377,10.96631127,5.55E-28,4.06E-26
AT5G13190,777.8438549,3.974106813,0.340063345,11.68637219,1.50E-31,1.30E-29
AT5G13200,159.6227413,7.728722262,0.872280225,8.860366244,7.98E-19,3.37E-17
AT5G13210,1465.641112,8.013343123,0.365175211,21.94383102,9.92E-107,9.55E-104
AT5G13220,201.8592092,5.834482168,0.843516515,6.916855884,4.62E-12,1.12E-10
AT5G13320,802.7390097,9.004587582,1.010271743,8.913035179,4.97E-19,2.11E-17
AT5G13330,186.770758,3.42075033,0.602371029,5.678809517,1.36E-08,2.28E-07
AT5G13490,488.0296461,2.125202221,0.481915854,4.409903105,1.03E-05,0.000111205
AT5G13810,632.3871343,2.268423715,0.344218414,6.590070787,4.40E-11,9.86E-10
AT5G13860,157.6595035,2.350330133,0.802427766,2.929023934,0.003400282,0.017965588
AT5G14490,15.08816649,7.456656131,2.142479222,3.480386673,0.000500691,0.00349849
AT5G14700,419.5806041,4.570349762,0.41943484,10.89644761,1.20E-27,8.64E-26
AT5G14710,224.2805232,2.094428229,0.689962889,3.035566496,0.002400843,0.013406273
AT5G14730,717.4887585,6.08456313,1.290103415,4.716337512,2.40E-06,2.90E-05
AT5G14930,254.1680029,2.921471133,0.43787566,6.671919447,2.52E-11,5.76E-10
AT5G15090,1945.466969,2.392530506,0.250008664,9.569790368,1.07E-21,5.41E-20
AT5G15940,20.74709129,7.927619156,1.850044492,4.285096488,1.83E-05,0.000186122
AT5G15960,41.56205166,6.362455686,1.341655044,4.742244078,2.11E-06,2.58E-05
AT5G15970,1772.647257,4.410115707,0.304246733,14.49519496,1.30E-47,2.29E-45
AT5G16080,296.2761107,5.880685062,0.551034309,10.67208515,1.38E-26,9.06E-25
AT5G16170,122.8801701,3.847516982,0.601610812,6.395358772,1.60E-10,3.33E-09
AT5G16930,209.7668603,2.516503031,0.547196438,4.598902437,4.25E-06,4.93E-05
AT5G17330,71.82647187,2.202563143,0.829388653,2.655646584,0.007915652,0.036326265
AT5G17350,34.00397928,4.920081135,1.443396154,3.408683833,0.000652771,0.004373315
AT5G17360,28.81950248,3.829733145,1.253796971,3.054508214,0.002254298,0.01268735
AT5G17380,1252.695345,2.693532125,0.347621406,7.748464493,9.30E-15,2.86E-13
AT5G17390,34.6575675,7.706412854,1.558342536,4.945262468,7.60E-07,9.88E-06
AT5G17460,166.725954,2.633530713,0.514469203,5.118927816,3.07E-07,4.28E-06
AT5G17650,171.4600204,3.68637161,0.484070606,7.615359332,2.63E-14,7.79E-13
AT5G17970,10.50315819,6.941996079,2.276884626,3.048901116,0.002296801,0.012896388
AT5G17990,1040.748628,2.652421339,0.286373556,9.262102898,2.00E-20,9.43E-19
AT5G18170,180.3674972,2.122937698,0.554563744,3.828122051,0.000129125,0.001069906
AT5G18270,93.31896813,3.108501752,0.774414851,4.014000695,5.97E-05,0.000535198
AT5G18350,38.35288393,5.298244801,1.249529837,4.240190704,2.23E-05,0.000222844
AT5G18400,580.104345,2.315080003,0.417056535,5.550998028,2.84E-08,4.54E-07
AT5G18470,587.0682966,6.103161528,0.396204787,15.40405803,1.54E-53,3.36E-51
AT5G18480,474.621421,2.77367045,0.352364944,7.871584561,3.50E-15,1.12E-13
AT5G18490,717.2516084,3.527916268,0.303631708,11.61906408,3.30E-31,2.83E-29
AT5G18510,14.31866016,7.381805233,2.373602468,3.109958526,0.001871136,0.01084155
AT5G18950,123.3416257,2.233812613,0.643426009,3.471747462,0.000517083,0.00359307
AT5G19230,496.4005841,6.221147414,1.088850266,5.713501304,1.11E-08,1.89E-07
AT5G19240,655.8054526,4.040485593,0.312206662,12.94170203,2.62E-38,3.17E-36
AT5G19320,180.4013365,2.354412909,0.838308884,2.808526731,0.004976875,0.024798056
AT5G19440,767.7618892,2.395936181,0.281651719,8.506733735,1.79E-17,6.81E-16
AT5G20050,132.1812195,2.914380972,0.515688533,5.651436453,1.59E-08,2.64E-07
AT5G20230,352.943926,6.649438332,0.658920452,10.09141287,6.03E-24,3.42E-22
AT5G20960,120.9795882,2.524401372,0.67585507,3.735122342,0.000187624,0.001486167
AT5G21090,2254.850781,2.16578942,0.208742917,10.37539118,3.21E-25,1.94E-23
AT5G21120,10.56326608,6.955013229,2.759424915,2.520457502,0.011720239,0.049975888
AT5G21960,16.09959416,6.565972005,1.896872611,3.461472302,0.000537229,0.0037183
AT5G22060,1280.37497,3.153641724,0.38445198,8.202953524,2.35E-16,8.15E-15
AT5G22100,142.6215003,2.277377825,0.687164732,3.31416576,0.00091917,0.005925045
AT5G22250,526.9176442,5.266516863,0.484150099,10.87785972,1.47E-27,1.05E-25
AT5G22290,99.53736887,2.081079108,0.721442931,2.884606692,0.003919029,0.020261477
AT5G22300,445.403221,4.623923053,0.356089697,12.98527616,1.48E-38,1.81E-36
AT5G22520,594.2855808,12.76384739,1.217226829,10.48600563,1.00E-25,6.36E-24
AT5G22530,1099.065011,10.55172273,0.729261813,14.46904602,1.90E-47,3.33E-45
AT5G22540,269.0980276,11.6215228,1.272827455,9.130477788,6.82E-20,3.10E-18
AT5G22545,303.1653704,8.948534279,0.823536862,10.86597904,1.67E-27,1.18E-25
AT5G22570,76.14026681,6.974636918,1.360622636,5.126062681,2.96E-07,4.13E-06
AT5G22630,2156.904303,4.600976221,0.342071661,13.45032855,3.07E-41,4.21E-39
AT5G22680,48.72345597,9.154711155,1.49052753,6.141926916,8.15E-10,1.59E-08
AT5G22690,169.725842,3.470310025,0.537953151,6.450952134,1.11E-10,2.35E-09
AT5G23490,148.0189886,2.089889087,0.603371832,3.463683549,0.000532833,0.003690525
AT5G23510,649.6631582,4.638721747,0.390055511,11.89246561,1.30E-32,1.20E-30
AT5G23520,307.7547151,2.495597975,0.359692369,6.938145449,3.97E-12,9.69E-11
AT5G24040,18.22149912,7.738677507,1.904777867,4.062771644,4.85E-05,0.000443421
AT5G24110,22.70044056,8.057842118,1.829635001,4.40407082,1.06E-05,0.000113794
AT5G24210,283.5472686,2.946818109,0.798447137,3.69068655,0.00022365,0.00173511
AT5G24510,23.23194041,4.623368716,1.531543798,3.01876363,0.002538085,0.014054388
AT5G24530,207.2372019,5.108947828,0.73309777,6.968985636,3.19E-12,7.83E-11
AT5G24590,703.7779203,2.159698549,0.306326481,7.050316183,1.79E-12,4.47E-11
AT5G24600,24.32088546,8.157896265,2.035218604,4.008363646,6.11E-05,0.000547113
AT5G24640,251.5901136,10.56696164,1.269518315,8.323599207,8.53E-17,3.09E-15
AT5G24760,373.3763571,3.145197632,0.329003269,9.559776242,1.18E-21,5.93E-20
AT5G25170,225.8603261,3.055057138,0.559451383,5.46080898,4.74E-08,7.33E-07
AT5G25250,1118.457309,8.725208166,0.454280417,19.20665703,3.26E-82,1.74E-79
AT5G25260,130.1928629,2.596520871,0.872463195,2.976080694,0.00291958,0.01580585
AT5G25440,107.2032713,2.654351786,0.593764874,4.470375234,7.81E-06,8.58E-05
AT5G25790,46.19040534,2.974912402,0.932779979,3.189297015,0.001426193,0.008641915
AT5G25910,176.7243984,8.246506492,0.957522671,8.612335499,7.16E-18,2.84E-16
AT5G25920,160.4268021,10.87490955,1.302888385,8.346769898,7.02E-17,2.55E-15
AT5G25930,617.5546541,5.403662219,0.502945908,10.74402264,6.32E-27,4.23E-25
AT5G25940,251.5816604,2.049499943,0.409298152,5.007352061,5.52E-07,7.37E-06
AT5G26030,1231.581039,3.14476603,0.284901419,11.03808481,2.50E-28,1.90E-26
AT5G26170,203.48068,5.651957034,0.669401963,8.443293185,3.09E-17,1.15E-15
AT5G26340,1686.667631,6.121708061,0.29857568,20.50303646,2.02E-93,1.34E-90
AT5G26731,38.18795778,3.481857604,1.278226519,2.723975408,0.006450131,0.030557243
AT5G26920,315.8626088,8.06028013,0.739191104,10.90418984,1.10E-27,7.96E-26
AT5G27140,14.50152743,7.407700417,2.040249607,3.630781445,0.000282564,0.002128689
AT5G27380,1793.259118,2.118070345,0.195559035,10.83084885,2.46E-27,1.73E-25
AT5G27420,500.1410865,8.003157217,0.527764978,15.16424461,6.10E-52,1.25E-49
AT5G27460,170.9268479,2.217918136,0.679423293,3.26441286,0.001096912,0.006896013
AT5G27520,258.1610592,2.886526015,0.561395704,5.141695946,2.72E-07,3.83E-06
AT5G27610,65.64597167,3.540953193,0.860231916,4.116277399,3.85E-05,0.000363297
AT5G27750,160.2159061,3.042504798,0.599478233,5.075254827,3.87E-07,5.28E-06
AT5G27760,1119.722407,4.053865141,0.277379454,14.61487174,2.26E-48,4.18E-46
AT5G28237,45.71374065,5.602573816,1.178465217,4.754127431,1.99E-06,2.45E-05
AT5G28610,22.57103797,8.050659981,2.31078419,3.483951473,0.000494069,0.003460641
AT5G28646,332.6488624,8.08774698,0.735479641,10.99656132,3.97E-28,2.93E-26
AT5G35370,96.29029926,3.701916698,0.791966637,4.674334153,2.95E-06,3.53E-05
AT5G35735,1509.869584,4.169189692,0.337156932,12.36572437,4.01E-35,4.12E-33
AT5G36220,73.03123123,3.507244404,0.824828289,4.252090345,2.12E-05,0.000212979
AT5G36907,283.2627981,11.69179463,1.287042718,9.084231992,1.04E-19,4.63E-18
AT5G36925,159.0537373,10.8600951,1.293411998,8.39647005,4.60E-17,1.69E-15
AT5G36970,20.92172322,6.074751451,1.697019122,3.579659988,0.000344042,0.002541102
AT5G37420,27.52125581,8.333021662,1.708266148,4.878058184,1.07E-06,1.36E-05
AT5G37490,306.8704107,11.80976424,1.252125695,9.431772139,4.03E-21,1.95E-19
AT5G37500,398.7680543,8.222120135,1.611498183,5.102159111,3.36E-07,4.64E-06
AT5G38210,390.4260642,2.20722903,0.391707743,5.634887409,1.75E-08,2.88E-07
AT5G38240,11.53748511,7.080970913,2.384981961,2.968983007,0.002987871,0.016118426
AT5G38310,84.91808056,9.958952372,1.415821209,7.034046605,2.01E-12,5.00E-11
AT5G38530,139.816666,3.425782031,1.003737693,3.413025192,0.00064246,0.004318716
AT5G38710,157.0606515,5.399159965,0.764394721,7.06331404,1.63E-12,4.09E-11
AT5G38740,45.82664835,9.070656698,1.604705284,5.652537441,1.58E-08,2.63E-07
AT5G38900,280.3137155,8.130072995,0.732071834,11.10556726,1.18E-28,9.22E-27
AT5G39020,207.4172802,4.034241338,0.821068618,4.913403399,8.95E-07,1.15E-05
AT5G39050,373.5350363,2.010354643,0.40089272,5.014694814,5.31E-07,7.12E-06
AT5G39360,187.3251407,2.259756218,0.609240373,3.709137342,0.000207967,0.001627212
AT5G39670,213.2352538,11.28380965,1.264693326,8.922170632,4.57E-19,1.96E-17
AT5G39680,75.42487262,4.464015079,0.804095644,5.551597138,2.83E-08,4.53E-07
AT5G39840,188.2819906,2.047709691,0.600236916,3.411502421,0.000646059,0.004337408
AT5G40000,195.4631239,11.16074902,1.298614949,8.594348176,8.37E-18,3.30E-16
AT5G40170,648.9555499,3.470697934,0.447356248,7.75824178,8.61E-15,2.66E-13
AT5G40690,790.9927573,3.203333053,0.374557719,8.552308211,1.21E-17,4.67E-16
AT5G40780,364.9289041,5.458298663,0.546829016,9.981728294,1.83E-23,1.02E-21
AT5G40880,147.3619471,2.40359969,0.536880168,4.476976116,7.57E-06,8.35E-05
AT5G40990,154.5460689,10.81821928,1.350599255,8.009940205,1.15E-15,3.79E-14
AT5G41010,277.5115535,2.274618813,0.444336546,5.119135115,3.07E-07,4.27E-06
AT5G41160,47.2942273,2.820199861,1.055140326,2.672819712,0.007521666,0.034743708
AT5G41550,105.0971318,3.883897082,0.697603209,5.567487411,2.58E-08,4.16E-07
AT5G41610,181.4116988,3.141339863,0.544571169,5.76846525,8.00E-09,1.40E-07
AT5G41730,30.24275998,8.473363049,1.930563595,4.389061862,1.14E-05,0.000121128
AT5G41740,472.6028739,5.283113233,0.471156187,11.21308257,3.52E-29,2.83E-27
AT5G41750,1570.477372,7.650179725,1.208142676,6.332182346,2.42E-10,4.94E-09
AT5G42010,99.74199133,3.745367048,0.979274383,3.824634969,0.000130966,0.001081903
AT5G42050,2961.957416,3.420733565,0.219491464,15.58481368,9.23E-55,2.09E-52
AT5G42380,466.8674008,10.06445546,0.917320168,10.9715842,5.23E-28,3.85E-26
AT5G42830,869.0406843,9.96038696,0.661740122,15.05181056,3.36E-51,6.74E-49
AT5G43170,42.42821711,4.223785332,1.026919847,4.113062322,3.90E-05,0.000367675
AT5G43420,155.4565527,4.907980308,0.625570431,7.845607894,4.31E-15,1.37E-13
AT5G43450,2947.626947,6.229684416,0.302043532,20.62512105,1.63E-94,1.16E-91
AT5G43650,368.1342587,11.11017029,1.248402219,8.899511807,5.61E-19,2.38E-17
AT5G44390,35.43701972,5.208358078,1.344756231,3.873087149,0.000107465,0.000906042
AT5G44480,39.97358356,5.42818485,1.581267511,3.432806159,0.000597369,0.004051501
AT5G44568,132.7638646,3.221935274,0.5831478,5.525074906,3.29E-08,5.21E-07
AT5G44585,57.34322982,3.412679399,0.943907033,3.61548254,0.000299789,0.002240906
AT5G44990,88.35101886,10.01616632,1.38105812,7.25253063,4.09E-13,1.08E-11
AT5G45090,15.99968705,7.541456955,2.383019419,3.164664499,0.001552619,0.009267652
AT5G45110,1035.749929,2.869482783,0.34677351,8.274803881,1.29E-16,4.60E-15
AT5G45340,62.68885748,2.63938361,0.736073378,3.585761538,0.000336096,0.002489369
AT5G46010,44.9989631,9.046044405,1.636132586,5.528918918,3.22E-08,5.10E-07
AT5G46080,165.4863341,6.036685134,0.82674104,7.301784765,2.84E-13,7.58E-12
AT5G46115,16.82941487,6.011261575,2.05668458,2.922792164,0.00346908,0.018283913
AT5G46295,76.1155962,9.800837475,1.495225244,6.554756557,5.57E-11,1.23E-09
AT5G46410,381.2560466,2.289518431,0.365941321,6.256517917,3.94E-10,7.90E-09
AT5G46440,24.31876151,3.975070445,1.318503382,3.014835229,0.002571189,0.014221335
AT5G46470,840.5005373,2.118687935,0.309672038,6.841715345,7.83E-12,1.87E-10
AT5G46520,83.71581106,4.091560126,0.951431339,4.30042606,1.70E-05,0.000174876
AT5G46740,208.159401,2.232048302,0.558367417,3.997454426,6.40E-05,0.000568449
AT5G46780,452.8245968,3.03608746,0.471467276,6.439656822,1.20E-10,2.52E-09
AT5G46910,648.7040629,2.797473299,0.259392226,10.78472299,4.06E-27,2.77E-25
AT5G47070,761.2193018,3.556698587,0.342488354,10.38487454,2.91E-25,1.77E-23
AT5G47120,628.5807388,2.220934844,0.348082296,6.380487794,1.77E-10,3.65E-09
AT5G47220,775.0742352,3.862045021,0.359734541,10.73581928,6.91E-27,4.60E-25
AT5G47230,185.0071361,3.233699005,0.52869279,6.116404582,9.57E-10,1.85E-08
AT5G47730,993.7375988,3.547759049,0.338376009,10.48466485,1.02E-25,6.43E-24
AT5G47740,98.20594144,10.16260212,1.402540141,7.245854735,4.30E-13,1.13E-11
AT5G47850,153.5542873,5.836747792,2.139135419,2.728554602,0.006361256,0.030195179
AT5G47910,1919.482788,3.538868013,0.25763976,13.7357216,6.20E-43,9.11E-41
AT5G47960,57.30103768,4.499856272,1.257547175,3.578280293,0.000345862,0.002549659
AT5G48110,27.7649513,5.1966271,1.21978165,4.260292898,2.04E-05,0.000205741
AT5G48380,1761.373261,3.090443436,0.246488419,12.53788495,4.63E-36,5.07E-34
AT5G48400,177.122699,10.05659467,1.281419656,7.848010306,4.23E-15,1.35E-13
AT5G48410,15.92374588,6.589349718,2.318549866,2.842013369,0.004482961,0.022671581
AT5G48540,143.9661075,5.355225153,0.817133587,6.553671564,5.61E-11,1.23E-09
AT5G48657,347.9601594,7.300739298,0.677521101,10.77566336,4.49E-27,3.03E-25
