,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AT5G51350,154.5261946,-2.483041628,0.677607753,-3.664423285,0.000247897,0.001902517
AT5G51750,16.29134953,-7.523186563,2.03856919,-3.690424931,0.00022388,0.001736196
AT5G51810,18.13322856,-6.239483256,1.743011018,-3.579715327,0.000343969,0.002541102
AT5G51850,20.41659333,-4.870066688,1.544946913,-3.152255036,0.001620147,0.009613005
AT5G51970,510.8934042,-2.421812502,0.48874239,-4.95519225,7.23E-07,9.42E-06
AT5G52190,62.8024691,-3.616857373,1.007476183,-3.590017744,0.000330655,0.00245353
AT5G52830,40.03088861,-4.965760266,1.283580452,-3.868678632,0.000109427,0.00092016
AT5G52960,130.7200036,-2.14313879,0.61220208,-3.500704851,0.000464029,0.003277666
AT5G53080,47.22601165,-8.055087543,1.433021944,-5.621049684,1.90E-08,3.10E-07
AT5G53160,553.4108251,-2.639621703,0.408213035,-6.466284701,1.00E-10,2.14E-09
AT5G53880,425.0159257,-2.720899913,0.444584628,-6.120094448,9.35E-10,1.81E-08
AT5G53900,65.99266771,-4.224236445,0.943807608,-4.47573892,7.61E-06,8.39E-05
AT5G54250,117.2054559,-2.319349624,0.846557343,-2.739743082,0.006148723,0.029418498
AT5G54890,37.19165664,-4.113191226,1.119838921,-3.673020422,0.0002397,0.001847718
AT5G55180,66.46505172,-2.834183768,0.965160125,-2.936490739,0.003319487,0.017625791
AT5G55840,18.70877521,-4.410643612,1.662025745,-2.653775746,0.007959671,0.036473202
AT5G55930,70.24578995,-5.121733049,1.113372527,-4.600197082,4.22E-06,4.91E-05
AT5G56580,30.71936822,-4.881563628,1.532683881,-3.184977469,0.001447653,0.008745895
AT5G57100,19.45638892,-6.700782913,1.782359116,-3.759502141,0.000170252,0.001368842
AT5G57685,132.4123659,-2.754214287,0.666413533,-4.132890689,3.58E-05,0.000340048
AT5G58310,11.4107215,-6.144193075,2.081601305,-2.951666614,0.00316064,0.016917685
AT5G59020,70.44322528,-2.685923533,0.924405779,-2.905567656,0.003665876,0.019179336
AT5G59050,59.59621692,-2.245985127,0.811565461,-2.76747254,0.00564928,0.02739793
AT5G59360,77.54352435,-3.372448463,1.114316423,-3.026472907,0.00247425,0.013756315
AT5G59970,115.3454186,-2.365306079,0.648165173,-3.649233526,0.000263024,0.002002644
AT5G60200,176.0084528,-4.229213831,0.875510348,-4.830569779,1.36E-06,1.71E-05
AT5G60970,78.06599544,-3.794626376,1.023225433,-3.708494975,0.000208495,0.001630682
AT5G61412,31.59257858,-7.015737497,1.576364496,-4.45058076,8.56E-06,9.31E-05
AT5G61830,80.17541082,-2.079599718,0.819225487,-2.538494896,0.011133043,0.047864375
AT5G61940,29.6197326,-7.503038985,1.609005417,-4.663153342,3.11E-06,3.71E-05
AT5G62040,32.96627139,-7.472892922,1.708422692,-4.374147545,1.22E-05,0.000128574
AT5G62280,36.86368939,-7.817165301,1.484166933,-5.267039121,1.39E-07,2.02E-06
AT5G63140,18.84002864,-4.381187964,1.551361344,-2.824092518,0.00474147,0.023772807
AT5G63180,55.17776764,-4.087638813,0.89537528,-4.565279947,4.99E-06,5.73E-05
AT5G63500,16.02192948,-5.080374629,1.749586302,-2.903757661,0.003687134,0.019264376
AT5G63530,628.9840006,-2.56279698,0.325210732,-7.880419456,3.26E-15,1.05E-13
AT5G63630,76.92146398,-3.53444156,1.133613585,-3.11785392,0.001821731,0.010593557
AT5G64600,48.82495232,-2.095051796,0.767244496,-2.730618213,0.006321566,0.030073529
AT5G64620,185.3001962,-3.152411419,0.647720004,-4.866935404,1.13E-06,1.43E-05
AT5G64850,72.58388381,-3.248806499,1.233556593,-2.633690678,0.00844624,0.03834274
AT5G65410,37.36220344,-3.744080319,1.256336079,-2.98015824,0.002880995,0.015611879
AT5G65420,38.40301059,-7.278450224,1.475989111,-4.931235717,8.17E-07,1.06E-05
AT5G65450,76.93716577,-4.214733351,0.797435404,-5.285360208,1.25E-07,1.84E-06
AT5G65580,28.31098497,-5.617140717,1.496138371,-3.754425945,0.000173739,0.00139395
AT5G65880,39.10257366,-4.207477157,1.313696327,-3.202777591,0.001361091,0.008308998
AT5G66440,84.06923644,-2.712742756,1.035483079,-2.619784726,0.008798529,0.039661378
AT5G66470,225.3146947,-2.083684804,0.43192094,-4.824227334,1.41E-06,1.76E-05
AT5G66560,124.2581574,-2.21437372,0.538713196,-4.110487244,3.95E-05,0.000371437
AT5G66770,120.7674996,-2.023433413,0.633551164,-3.193796377,0.001404151,0.008533976
AT5G67060,22.64306901,-8.002518113,1.778745104,-4.498968455,6.83E-06,7.60E-05
AT5G67200,67.89641548,-2.822665596,0.934007088,-3.022102971,0.002510251,0.013928313
